"state","state_abb","county","stcty","FIPS","year","crsi_NaturalEnvironment","IMPACTS_drought","IMPACTS_extremeheat","IMPACTS_flooding","IMPACTS_precipitation","IMPACTS_sealevelrise","IMPACTS_stormsurge","IMPACTS_airqualityoutdoor","IMPACTS_airtemperature","IMPACTS_erosion","IMPACTS_seasonalshift","IMPACTS_vectors","IMPACTS_oceanacidification","IMPACTS_watertemperature","IMPACTS_NA","IMPACTS_extremestormevent","IMPACTS_wind","IMPACTS_ecosystems","IMPACTS_saltwaterintrusion","IMPACTS_extremecold","IMPACTS_airqualityindoor","IMPACTS_","IMPACTS_ecosystemsnaturalresources","IMPACTS_floodingprecipitation","IMPACTS_wildfires","IMPACTS_wildfire","FEATURE_ecosystemsnaturalresources","FEATURE_governmentfloodzonemapping","FEATURE_infrastructurebuilt","FEATURE_infrastructurecommunication","FEATURE_responseemergencydisasterpreparednessmitigation","FEATURE_socialoutreachcommunicationeducation","FEATURE_economiccostbenefitanalysis","FEATURE_economicecosystemservices","FEATURE_governmentbylawsordinancescodes","FEATURE_infrastructuretransportation","FEATURE_socialfoodsecurity","FEATURE_socialpublichealth","FEATURE_infrastructuredrinkingwater","FEATURE_responsedamsafety","FEATURE_socialculturalhistoricalresources","FEATURE_economicresilience","FEATURE_ecosystemscoastalprotection","FEATURE_governmentdownscaleclimatemodeling","FEATURE_infrastructureenergy","FEATURE_socialenvironmentaljustice","FEATURE_socialhousing","FEATURE_socialvulnerablepopulations","FEATURE_infrastructurestormwater","FEATURE_governmentlanduseregulations","FEATURE_infrastructurecoastal","FEATURE_infrastructurewastewater","FEATURE_ecosystemsagricultureforestry","FEATURE_governmentgreenhousegasmitigation","FEATURE_responsedebrismanagement","FEATURE_infrastructuregreen","FEATURE_ecosystemsriverine","FEATURE_socialvulnerablepopulation","PLAN_TYPE_vulnerabilityassessment","PLAN_TYPE_resilienceplan","PLAN_TYPE_femahazardmultihazardmitigationplans","PLAN_TYPE_harbormanagementplan","PLAN_TYPE_adaptationplan","PLAN_TYPE_municipalmasterorcomprehensiveplan","PLAN_TYPE_capitalimprovementsplan","PLAN_TYPE_coastalplan","PLAN_TYPE_casestudy","PLAN_TYPE_climateactionplan","PLAN_TYPE_webpage","PLAN_TYPE_presentation","PLAN_TYPE_measurementandevaluation","PLAN_TYPE_NA","PLAN_TYPE_landuseplanning","PLAN_TYPE_stormwaterplan","PLAN_TYPE_openspaceplan","PLAN_TYPE_zoningordinance","PLAN_TYPE_economicdevelopmentplanorstrategy","PLAN_TYPE_disasterrecoveryplan","PLAN_TYPE_femahazardmultihazardmitigation","PLAN_TYPE_evacuationplan","PLAN_TYPE_climatemitigationdocument","PLAN_TYPE_watershedmanagementplan","PLAN_TYPE_emergencyresponseplan","PLAN_TYPE_historicpreservationplan","PLAN_TYPE_floodplainmanagementplan","PLAN_TYPE_femahazardmitigationplan","PLAN_TYPE_stormwatermanagementplan","PLAN_TYPE_measurementandevaulation","PLAN_TYPE_coastalplanorcoastalelementinotherplan","COMMUNITY_town","COMMUNITY_organization","COMMUNITY_state","COMMUNITY_watershed","COMMUNITY_tribe","total_policy","SPL_THEMES","RPL_THEMES","SPL_THEME1","RPL_THEME1","SPL_THEME2","RPL_THEME2","SPL_THEME3","RPL_THEME3","SPL_THEME4","RPL_THEME4","EP_POV150","EPL_POV150","EP_UNEMP","EPL_UNEMP","E_TOTPOP","M_HBURD","M_NOHSDP","M_MINRTY","E_MINRTY","M_SNGPNT","M_MOBILE","E_LIMENG","M_LIMENG","STATE","COUNTY","PC1_imp","PC2_imp","PC3_imp","PC4_imp","PC1_fea","PC2_fea","PC3_fea","PC4_fea","PC1_plan","PC2_plan","PC3_plan","PC4_plan","PC5_plan","M_HBURD_POP","M_NOHSDP_POP","M_MINRTY_POP","M_SNGPNT_POP","M_MOBILE_POP","M_LIMENG_POP","first_treat","id","vulnerability"
"Massachusetts","MA","Essex","MA_ESSEX","25009",2014,0.487,0,7,9,8,12,8,0,3,2,0,2,1,0,0,1,0,2,0,0,1,0,0,0,0,0,6,2,3,0,5,8,1,2,3,5,2,3,6,0,2,7,3,0,5,0,1,5,4,2,3,3,0,3,0,2,0,0,3,1,0,0,3,0,0,1,5,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,17,7.2614,0.4575,1.056,0.2209,1.6428,0.2337,1.5762,0.8437,2.9863,0.7479,15.5,0.1973,8.5,0.5174,757395,2000,1612,611,193704,1103.3,312,38986,1541,"Massachusetts","Essex",0.381874179454509,0.0385864282053122,-0.85015822543378,-0.690092559823375,1.03895038744608,0.711729537555468,-0.12553793774359,1.46827210003571,1.96058710310051,1.47082802345727,-1.25068815224943,1.20664693773355,2.28004605863381,0.00264063005433096,0.00212834782379076,0.000806712481598109,0.00145670356947168,0.00041193828847563,0.00203460545686201,2004,14,0.4575
"Massachusetts","MA","Essex","MA_ESSEX","25009",2016,0.487,0,7,22,11,26,20,0,3,6,0,2,1,0,1,1,0,2,0,0,1,0,0,0,0,0,9,9,11,6,12,10,1,3,3,6,2,3,13,0,2,14,9,1,12,0,2,6,8,3,10,5,6,4,0,4,0,0,11,1,0,0,6,0,0,1,6,0,4,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,0,14,0,0,34,7.3919,0.4826,1.1401,0.2429,1.6297,0.2213,1.6014,0.8555,3.0207,0.7587,11.6,0.2545,7,0.5256,769362,2125,1352,583,208860,1051.9,270,42632,1603.7,"Massachusetts","Essex",1.64474842538742,-0.378765218660433,-1.35130228868211,-1.45251273029776,4.14168523202644,2.50029559390451,-1.37574831972385,1.89442356859838,8.24177606846756,6.89925753824426,-0.297903038878281,2.90588645597658,3.78906903964739,0.00276202879788708,0.0017573002045851,0.000757770724314432,0.00136723674941055,0.000350940129613888,0.00208445439208071,2004,14,0.4826
"Massachusetts","MA","Essex","MA_ESSEX","25009",2018,0.487,8,19,48,18,48,41,1,6,13,0,2,1,0,1,9,2,2,1,5,2,0,0,0,1,2,12,20,18,10,22,13,3,3,8,12,4,5,18,4,6,16,24,2,19,0,4,8,15,5,25,10,7,4,2,14,0,0,12,12,0,1,13,0,0,4,7,0,5,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,0,20,0,0,60,7.467,0.508,1.1538,0.2513,1.5938,0.2114,1.6252,0.8663,3.0942,0.8045,16.1,0.1995,5.4,0.4876,781024,1979,1574,653,226281,1342.8,368,46746,1768.6,"Massachusetts","Essex",6.86716869067386,1.32603411071445,-3.4533568734117,-2.11500100438147,9.59122734082663,6.02685396744972,-4.45340885893078,2.43738299818601,18.7334679110466,0.283799964273907,-1.3759680678344,1.5653657326351,6.77687334702157,0.00253385299299381,0.00201530298684804,0.00083608186176097,0.00171928135371,0.000471176301880608,0.00226446306387512,2004,14,0.508
"Massachusetts","MA","Essex","MA_ESSEX","25009",2020,0.487,19,35,66,34,55,47,2,13,18,1,3,1,0,1,27,14,5,2,14,3,0,0,0,3,6,23,25,29,21,35,22,4,6,20,23,5,13,33,17,8,19,31,7,33,3,12,11,26,14,31,16,17,4,7,19,5,6,12,28,0,2,13,0,0,4,7,1,5,1,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,59,0,21,0,0,80,8.5613,0.6085,2.1015,0.3593,2.5704,0.5767,0.6891,0.6891,3.2003,0.8555,16.8,0.1725,5.2,0.5586,787038,2343,1529,2046,240313,1223,274,48247,2088,"Massachusetts","Essex",14.565925798361,6.14057710534206,-5.21091450366758,-1.72115483432451,19.7417503923814,4.3107566416717,-6.88336983176411,0.189165570381478,29.0168959078812,-10.2772355542656,3.02582480498822,-2.77736963482827,6.51864467679091,0.00297698459286591,0.00194272703478104,0.00259962034869981,0.00155392751048869,0.000348140750510141,0.00265298498928895,2004,14,0.6085
"Massachusetts","MA","Essex","MA_ESSEX","25009",2022,0.487,24,40,71,39,58,50,4,18,18,1,3,1,0,1,32,16,9,2,15,4,0,0,0,3,6,30,27,36,22,38,28,5,12,27,30,6,18,38,18,9,24,34,10,40,10,15,11,31,18,32,21,22,8,9,20,10,8,15,31,0,2,13,1,0,4,7,1,5,1,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,61,0,26,0,0,87,8.5278,0.6055,2.175,0.3869,2.5415,0.5584,0.7038,0.7038,3.1075,0.8024,16.1,0.1686,5.3,0.616,806103,2517,2027,1517,267056,1081,278,52840,2255,"Massachusetts","Essex",17.0152965228102,6.68386364887565,-5.32214990391524,-1.60958493738023,25.466862693307,3.83909252804895,-5.44347054040837,-1.41392608080181,32.7101217505544,-10.04363459253,4.7736025080887,-3.81429541217752,6.64121495202379,0.00312242976393836,0.00251456699702147,0.00188189350492431,0.00134101969599418,0.000344869080005905,0.00279740926407667,2004,14,0.6055
"Massachusetts","MA","Franklin","MA_FRANKLIN","25011",2000,0.419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.192,0.7456,NA,NA,NA,NA,NA,NA,NA,NA,6634,0.6774,1780,0.773,71535,2626,5917,3695,2389,2641,1080,76334,605,"Massachusetts","Franklin",-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.0367093031383239,0.0827147550150276,0.0516530369749074,0.0369189907038513,0.0150975047179702,0.00845739847627036,2004,15,NA
"Massachusetts","MA","Franklin","MA_FRANKLIN","25011",2010,0.419,0,1,2,0,2,2,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,2,3,0,1,0,1,1,0,1,0,0,2,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,6.3028,0.508,NA,NA,NA,NA,NA,NA,NA,NA,7951,0.2689,0.07026087,0.4679,71523,135,395,5394,245,2857,156,657,482,"Massachusetts","Franklin",-1.29243393104306,0.216616328649604,-0.369332439243764,0.0486402187146704,-1.57312125050118,-0.270884847525073,-0.0495345634915753,0.520021855250958,-2.0905104812503,-0.206980664433238,-0.88832646444604,-0.351906021937115,0.740803726572381,0.0018875047187618,0.00552269899193266,0.0754162996518602,0.0399451924555737,0.00218111656390252,0.00673909092180138,2004,15,NA
"Massachusetts","MA","Franklin","MA_FRANKLIN","25011",2014,0.419,0,3,6,4,5,4,0,3,2,0,2,1,0,0,1,0,2,0,0,1,0,0,0,0,0,4,2,0,0,5,7,1,2,0,2,2,3,3,0,0,5,0,0,2,0,1,2,1,2,0,0,0,3,0,2,0,0,1,0,0,0,2,0,0,1,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,5.5734,0.1952,0.8857,0.1671,1.5715,0.1936,0.9417,0.4572,2.1745,0.3241,24.8,0.1556,7.5,0.4008,71300,543,306,76,5853,249.7,126,791,229.2,"Massachusetts","Franklin",-0.231665477109549,0.0714229860538837,-0.558006063839595,-0.498455036953169,-0.313012784452262,-0.0553003824681018,0.422340647249732,1.25353661664488,-0.590279774885072,0.444291004796394,-1.45893424636817,1.00573332170448,1.05068520789905,0.00761570827489481,0.00429172510518934,0.00106591865357644,0.00350210378681627,0.0017671809256662,0.00321458625525947,2004,15,0.1952
"Massachusetts","MA","Franklin","MA_FRANKLIN","25011",2016,0.419,0,3,10,4,7,6,0,3,6,0,2,1,0,0,1,0,2,0,0,1,0,0,0,0,0,4,3,0,0,5,9,1,3,0,2,2,3,3,0,0,6,0,0,2,0,2,3,4,3,0,0,0,3,0,2,0,0,1,0,0,0,3,0,0,1,2,0,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,5.3976,0.1729,0.8344,0.1601,1.4097,0.127,0.9487,0.4639,2.2047,0.3311,27,0.0777,6.1,0.3964,70916,326,385,93,6072,275.7,110,796,238.2,"Massachusetts","Franklin",0.146295592887053,0.0190751792285879,-0.715192917528089,-0.83438120673374,0.137893851166452,-0.0965350556813924,0.366335921990422,1.62917277335458,0.296969141712408,0.206681322389486,-2.27042556574487,2.74305349138358,1.42425914760171,0.004596987985786,0.00542895820407242,0.00131141068306165,0.00388769812172147,0.00155113091544926,0.00335890349145468,2004,15,0.1729
"Massachusetts","MA","Franklin","MA_FRANKLIN","25011",2018,0.419,7,10,22,12,11,11,1,8,9,0,2,1,0,0,9,7,2,1,6,2,0,0,0,0,5,8,5,8,7,12,11,1,3,2,6,2,5,10,7,2,8,1,1,5,0,4,6,7,3,1,1,4,4,5,7,0,0,2,7,0,0,4,0,0,4,2,0,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,20,0,0,27,5.646,0.2096,0.8837,0.1634,1.5434,0.1885,0.9516,0.4855,2.2673,0.3706,16.5,0.0604,5.2,0.449,70935,487,381,94,6520,212.5,145,803,221.9,"Massachusetts","Franklin",4.46628603827682,1.98683818533439,-1.34644530426495,-0.133376112358822,3.81730624677247,-0.977853507364073,-1.32036582734944,1.71990160317686,6.47993491155028,-3.60254564571442,-3.02238247830056,0.193024885631875,1.72908951708713,0.00686544019172482,0.00537111440050751,0.00132515683372101,0.00299570028899697,0.00204412490308028,0.00312821597236907,2004,15,0.2096
"Massachusetts","MA","Franklin","MA_FRANKLIN","25011",2020,0.419,9,12,24,14,11,11,2,9,9,0,2,1,0,0,12,8,3,1,8,3,0,0,0,0,6,10,6,12,9,15,13,1,5,4,10,3,8,13,8,2,10,1,3,9,0,6,6,9,5,1,3,7,4,6,8,0,2,2,10,0,0,4,0,0,4,2,1,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,21,0,0,31,7.1658,0.3689,1.9106,0.3011,2.4923,0.5236,0.3218,0.3218,2.4411,0.4567,18.3,0.2384,5.4,0.5971,70529,579,388,335,7067,261,134,634,192,"Massachusetts","Franklin",5.71798049994987,2.68768370187563,-1.34071080731335,-0.0187838091947307,6.13460345167645,-1.56054945588149,-1.36392264851045,1.41272580041009,8.50625523140938,-5.59446525443077,-2.15554361045869,-0.426596029115378,1.13396359432445,0.0082093890456408,0.00550128316011853,0.00474981922329822,0.00370060542471891,0.00189992768931929,0.00272228445036793,2004,15,0.3689
"Massachusetts","MA","Franklin","MA_FRANKLIN","25011",2022,0.419,16,17,31,20,14,14,4,15,10,1,5,1,0,0,19,12,7,1,10,4,0,0,0,0,8,20,9,22,12,21,20,2,13,12,20,4,17,21,10,3,19,4,9,19,5,13,6,17,11,1,9,13,9,9,11,7,7,5,16,0,0,4,1,0,4,2,1,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,26,0,0,41,7.5069,0.4375,2.1397,0.3742,2.5454,0.5619,0.3248,0.3248,2.497,0.5037,19.8,0.3392,5.7,0.6939,70980,651,376,212,7855,229,128,731,210,"Massachusetts","Franklin",9.38322689593277,3.74814370873231,-1.02521636097976,0.20588753939347,14.27888945865,-3.00394966307942,0.154664381246008,-0.842559104438615,14.0910721915658,-7.32907529280179,0.410986193422281,-2.3274475603959,1.37813882959776,0.00917159763313609,0.00529726683572837,0.00298675683291068,0.00322626091856861,0.00180332488024796,0.0029585798816568,2004,15,0.4375
"Massachusetts","MA","Hampden","MA_HAMPDEN","25013",2000,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5234,0.8097,NA,NA,NA,NA,NA,NA,NA,NA,65024,0.6774,12351,0.8998,456228,135,61463,116984,1787,20999,2889,75280,18997,"Massachusetts","Hampden",-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.000295904679239328,0.134719920741384,0.256415651823211,0.0460274248840492,0.00633236013572161,0.0416392680852556,2004,16,NA
"Massachusetts","MA","Hampden","MA_HAMPDEN","25013",2010,0.34,0,1,2,0,2,2,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,2,3,0,1,0,1,1,0,1,0,0,2,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5.9267,0.0025,NA,NA,NA,NA,NA,NA,NA,NA,76875,0.6645,0.09553667,0.7801,462270,131,1574,149644,2389,26536,278,23241,1291,"Massachusetts","Hampden",-1.29243393104306,0.216616328649604,-0.369332439243764,0.0486402187146704,-1.57312125050118,-0.270884847525073,-0.0495345634915753,0.520021855250958,-2.0905104812503,-0.206980664433238,-0.88832646444604,-0.351906021937115,0.740803726572381,0.000283384169424795,0.00340493650896662,0.323715577476367,0.0574036818309646,0.000601380145802237,0.00279274017349168,2004,16,NA
"Massachusetts","MA","Hampden","MA_HAMPDEN","25013",2014,0.34,0,3,6,4,5,4,0,3,2,0,2,1,0,0,1,0,2,0,0,1,0,0,0,0,0,4,2,0,0,5,7,1,2,0,2,2,3,3,0,0,5,0,0,2,0,1,2,1,2,0,0,0,3,0,2,0,0,1,0,0,0,2,0,0,1,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,9.5492,0.8274,2.2655,0.5925,2.3553,0.7599,1.6702,0.8844,3.2582,0.8628,17.6,0.7883,11,0.773,466447,2125,1527,610,158244,963.8,279,23736,1276.2,"Massachusetts","Hampden",-0.231665477109549,0.0714229860538837,-0.558006063839595,-0.498455036953169,-0.313012784452262,-0.0553003824681018,0.422340647249732,1.25353661664488,-0.590279774885072,0.444291004796394,-1.45893424636817,1.00573332170448,1.05068520789905,0.00455571586911268,0.00327368382688708,0.00130775843772176,0.00206625833160037,0.000598138695285852,0.00273600216101722,2004,16,0.8274
"Massachusetts","MA","Hampden","MA_HAMPDEN","25013",2016,0.34,0,3,10,4,7,6,0,3,6,0,2,1,0,2,1,0,2,0,0,1,0,0,0,0,0,4,3,0,0,5,9,1,3,0,2,2,3,3,0,0,6,0,0,3,0,2,3,4,3,0,0,0,4,0,3,0,0,1,0,0,0,3,0,0,1,2,0,4,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,14,0,0,16,9.4791,0.823,2.2668,0.5899,2.2662,0.6944,1.6788,0.8892,3.2674,0.8676,28.8,0.4672,8.8,0.7453,468072,1623,1485,487,164861,951.7,244,22974,1244.6,"Massachusetts","Hampden",0.320870139920285,-0.0714356078166643,-0.321522377754558,-0.715531865953457,0.264869115450331,-0.130950407788019,0.446597950423048,1.76684451029014,0.39187884631828,0.101403193699999,-2.26733630885282,2.72629313287961,1.2307694755432,0.00346741526944573,0.00317258883248731,0.00104043822317934,0.00203323420328496,0.00052128732331778,0.00265899263361192,2004,16,0.823
"Massachusetts","MA","Hampden","MA_HAMPDEN","25013",2018,0.34,3,10,20,10,11,11,1,6,7,0,3,1,0,2,5,4,2,1,2,2,0,0,0,0,1,4,5,3,3,9,11,1,3,1,7,3,3,6,1,2,7,1,1,7,1,3,5,10,3,1,3,3,4,1,6,0,0,2,4,0,0,4,0,0,4,2,0,5,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,20,0,0,26,9.3913,0.8232,2.3135,0.6076,2.2041,0.6593,1.6842,0.8911,3.1895,0.843,2522,0.3112,6.8,0.7092,469116,226,1316,591,172251,1047.4,264,22099,1271.2,"Massachusetts","Hampden",2.96113010154973,0.572226501492521,-0.756912043218061,-0.424475434011776,2.58060764398583,-0.265851720229817,-0.140258246028346,2.24997560331725,4.68325349867304,-1.73961277429723,-3.83804532218901,1.04019028105918,1.41399488498817,0.000481757177329275,0.00280527630692622,0.00125981633540532,0.0022327100333393,0.000562760596526232,0.00270977753903086,2004,16,0.8232
"Massachusetts","MA","Hampden","MA_HAMPDEN","25013",2020,0.34,6,15,28,16,11,11,4,9,9,0,7,1,0,2,13,10,4,1,8,4,0,0,0,0,4,10,8,10,9,14,18,1,5,7,12,4,7,12,8,4,9,1,7,14,3,6,6,15,7,1,6,10,4,4,9,2,4,2,12,0,0,4,0,0,4,2,1,5,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,14,0,21,0,0,35,9.935,0.8234,2.9398,0.6454,3.0884,0.8651,0.7708,0.7708,3.136,0.8281,24.8,0.5496,6.2,0.7292,466647,1888,1993,1264,177245,1170,331,23178,1472,"Massachusetts","Hampden",6.92764816541686,2.55448437243049,-0.443132100073749,-0.131920762536206,8.1041598890927,-2.16764826424858,-0.757867716512421,0.861582901680841,9.86222568100399,-7.01188404985805,-1.60661961971298,-1.01930689024019,1.02154389562623,0.00404588479085904,0.00427089427340152,0.00270868558032088,0.00250724851975905,0.000709315606872004,0.00315441865050027,2004,16,0.8234
"Massachusetts","MA","Hampden","MA_HAMPDEN","25013",2022,0.34,10,20,33,21,14,14,6,14,9,0,7,1,0,2,17,12,8,1,9,5,0,0,0,0,5,17,9,17,10,18,24,2,11,14,19,4,13,17,9,5,16,4,9,21,8,8,6,20,13,1,11,15,8,5,11,7,6,5,15,0,0,4,1,0,4,2,1,5,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,16,0,26,0,0,42,9.8881,0.8177,2.9787,0.6637,3.086,0.8638,0.7798,0.7798,3.0436,0.776,24,0.5472,6.2,0.7671,464575,2098,1767,458,184007,1039,333,24497,1534,"Massachusetts","Hampden",9.41785051326771,3.16835560244207,-0.515344873400705,-0.0199624978835418,13.523341738009,-2.64892454741724,0.696073135978959,-0.492078230653406,13.5554515236773,-6.77828308812238,0.141158083387499,-2.05623266758945,1.1441141708591,0.00451595544314696,0.00380347629553893,0.000985847279771834,0.0022364526717968,0.000716784157563364,0.00330194263574235,2004,16,0.8177
"Massachusetts","MA","Hampshire","MA_HAMPSHIRE","25015",2000,0.389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2881,0.7456,NA,NA,NA,NA,NA,NA,NA,NA,12585,0.5445,4471,0.8998,152251,3123,9919,15998,245,4088,880,77816,1606,"Massachusetts","Hampshire",-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.0205121805439702,0.0651489973793276,0.105076485540325,0.0268503983553474,0.00577992919586735,0.0105483707824579,2004,17,NA
"Massachusetts","MA","Hampshire","MA_HAMPSHIRE","25015",2010,0.389,0,1,3,1,2,2,0,1,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,3,3,0,1,2,1,2,0,2,0,1,3,0,0,2,0,1,1,0,1,0,0,1,3,0,1,0,0,0,0,0,0,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,6,5.3815,0.2727,NA,NA,NA,NA,NA,NA,NA,NA,15751,0.2998,0.07201558,0.4908,157326,131,568,21831,245,5038,214,1982,572,"Massachusetts","Hampshire",-1.14842721018521,0.186707823751866,-0.175512205262349,0.0891716970360893,-0.975772583987307,-0.290226824618554,0.293880217182123,0.764782513610396,-1.7314870203174,-0.237933620953121,-1.12966438890642,0.467021602042831,0.661820030693684,0.000832665929344164,0.0036103377699808,0.138762823690935,0.0320226790231748,0.00136023289221108,0.00363576268385391,2004,17,NA
"Massachusetts","MA","Hampshire","MA_HAMPSHIRE","25015",2014,0.389,0,3,8,5,5,4,0,3,2,0,2,1,0,1,1,0,2,0,0,1,0,0,0,0,0,4,2,1,1,6,7,1,2,3,2,3,3,4,0,1,6,0,0,3,0,1,2,2,2,0,0,1,5,0,2,0,0,1,0,0,0,2,1,0,1,2,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,13,5.5696,0.1948,0.9061,0.1745,0.6953,0.0175,1.0226,0.5056,2.9456,0.7284,27,0.0076,7.3,0.3776,160328,876,588,88,23566,463.4,140,1286,268.1,"Massachusetts","Hampshire",-0.0667974273614478,0.047822935632856,-0.368460775804677,-0.471695981353321,0.355490236151317,-0.0900164259647617,0.725387917959605,1.50134289244388,-0.223931741708002,0.427714461941039,-1.69169421267036,1.82023889408105,0.972367829078538,0.00546379921161619,0.00366748166259169,0.000548874806646375,0.00289032483409012,0.000873209919664687,0.00167219699615788,2004,17,0.1948
"Massachusetts","MA","Hampshire","MA_HAMPSHIRE","25015",2016,0.389,0,3,13,6,7,6,0,3,6,0,2,1,0,3,1,0,2,0,0,1,0,0,0,0,0,4,3,1,1,6,9,1,3,3,2,3,3,4,0,1,7,0,0,5,0,2,3,5,3,0,0,1,7,0,4,0,0,1,0,1,0,3,1,0,1,2,0,5,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,14,0,0,20,5.7424,0.2194,1.1474,0.2448,0.6991,0.0194,1.0519,0.5285,2.844,0.6708,23.9,0.0872,7.1,0.5425,161035,649,539,116,24782,436.4,141,1371,248.5,"Massachusetts","Hampshire",0.542457637009615,-0.0796887696128036,-0.13499212562499,-0.707666002422332,1.06034740033779,-0.200081803391305,0.829907249565548,2.15232252302469,0.82988032859146,0.069090153633756,-2.55059891199076,3.6344762262161,0.899075457724921,0.00403017977458317,0.0033470984568572,0.000720340298692831,0.00270996988232372,0.000875586052721458,0.00154314279504456,2004,17,0.2194
"Massachusetts","MA","Hampshire","MA_HAMPSHIRE","25015",2018,0.389,5,11,24,10,12,11,1,6,8,0,4,1,0,3,6,3,2,1,4,2,0,0,0,0,1,5,5,4,4,9,11,1,3,5,8,4,3,8,4,2,9,1,1,9,0,4,5,9,4,1,2,3,7,1,5,0,0,2,5,1,0,4,1,0,4,2,0,6,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11,0,20,0,0,31,5.8163,0.2325,1.1424,0.2471,0.7205,0.0194,1.1066,0.5734,2.8468,0.687,16.6,0.0777,5.9,0.5669,161159,648,523,119,25826,458.5,150,1653,328.1,"Massachusetts","Hampshire",3.57912303491369,0.769573684815148,-0.57490281478542,-0.391835950013414,3.34457060258119,-0.435910319435975,0.193514947366878,2.59970939191209,5.75178535344059,-2.42799614773237,-3.84839055840012,1.66039812308525,1.12283585385004,0.00402087379544425,0.00324524227626133,0.000738401206262139,0.00284501641236295,0.000930757823019503,0.00203587761155133,2004,17,0.2325
