"state","state_abb","county","stcty","FIPS","year","crsi_NaturalEnvironment","IMPACTS_drought","IMPACTS_extremeheat","IMPACTS_flooding","IMPACTS_precipitation","IMPACTS_sealevelrise","IMPACTS_stormsurge","IMPACTS_airqualityoutdoor","IMPACTS_airtemperature","IMPACTS_erosion","IMPACTS_seasonalshift","IMPACTS_vectors","IMPACTS_oceanacidification","IMPACTS_watertemperature","IMPACTS_NA","IMPACTS_extremestormevent","IMPACTS_wind","IMPACTS_ecosystems","IMPACTS_saltwaterintrusion","IMPACTS_extremecold","IMPACTS_airqualityindoor","IMPACTS_","IMPACTS_ecosystemsnaturalresources","IMPACTS_floodingprecipitation","IMPACTS_wildfires","IMPACTS_wildfire","FEATURE_ecosystemsnaturalresources","FEATURE_governmentfloodzonemapping","FEATURE_infrastructurebuilt","FEATURE_infrastructurecommunication","FEATURE_responseemergencydisasterpreparednessmitigation","FEATURE_socialoutreachcommunicationeducation","FEATURE_economiccostbenefitanalysis","FEATURE_economicecosystemservices","FEATURE_governmentbylawsordinancescodes","FEATURE_infrastructuretransportation","FEATURE_socialfoodsecurity","FEATURE_socialpublichealth","FEATURE_infrastructuredrinkingwater","FEATURE_responsedamsafety","FEATURE_socialculturalhistoricalresources","FEATURE_economicresilience","FEATURE_ecosystemscoastalprotection","FEATURE_governmentdownscaleclimatemodeling","FEATURE_infrastructureenergy","FEATURE_socialenvironmentaljustice","FEATURE_socialhousing","FEATURE_socialvulnerablepopulations","FEATURE_infrastructurestormwater","FEATURE_governmentlanduseregulations","FEATURE_infrastructurecoastal","FEATURE_infrastructurewastewater","FEATURE_ecosystemsagricultureforestry","FEATURE_governmentgreenhousegasmitigation","FEATURE_responsedebrismanagement","FEATURE_infrastructuregreen","FEATURE_ecosystemsriverine","FEATURE_socialvulnerablepopulation","PLAN_TYPE_vulnerabilityassessment","PLAN_TYPE_resilienceplan","PLAN_TYPE_femahazardmultihazardmitigationplans","PLAN_TYPE_harbormanagementplan","PLAN_TYPE_adaptationplan","PLAN_TYPE_municipalmasterorcomprehensiveplan","PLAN_TYPE_capitalimprovementsplan","PLAN_TYPE_coastalplan","PLAN_TYPE_casestudy","PLAN_TYPE_climateactionplan","PLAN_TYPE_webpage","PLAN_TYPE_presentation","PLAN_TYPE_measurementandevaluation","PLAN_TYPE_NA","PLAN_TYPE_landuseplanning","PLAN_TYPE_stormwaterplan","PLAN_TYPE_openspaceplan","PLAN_TYPE_zoningordinance","PLAN_TYPE_economicdevelopmentplanorstrategy","PLAN_TYPE_disasterrecoveryplan","PLAN_TYPE_femahazardmultihazardmitigation","PLAN_TYPE_evacuationplan","PLAN_TYPE_climatemitigationdocument","PLAN_TYPE_watershedmanagementplan","PLAN_TYPE_emergencyresponseplan","PLAN_TYPE_historicpreservationplan","PLAN_TYPE_floodplainmanagementplan","PLAN_TYPE_femahazardmitigationplan","PLAN_TYPE_stormwatermanagementplan","PLAN_TYPE_measurementandevaulation","PLAN_TYPE_coastalplanorcoastalelementinotherplan","COMMUNITY_town","COMMUNITY_organization","COMMUNITY_state","COMMUNITY_watershed","COMMUNITY_tribe","total_policy","SPL_THEMES","RPL_THEMES","SPL_THEME1","RPL_THEME1","SPL_THEME2","RPL_THEME2","SPL_THEME3","RPL_THEME3","SPL_THEME4","RPL_THEME4","EP_POV150","EPL_POV150","EP_UNEMP","EPL_UNEMP","E_TOTPOP","M_HBURD","M_NOHSDP","M_MINRTY","E_MINRTY","M_SNGPNT","M_MOBILE","E_LIMENG","M_LIMENG","STATE","COUNTY","PC1_imp","PC2_imp","PC3_imp","PC4_imp","PC1_fea","PC2_fea","PC3_fea","PC4_fea","PC1_plan","PC2_plan","PC3_plan","PC4_plan","PC5_plan","M_HBURD_POP","M_NOHSDP_POP","M_MINRTY_POP","M_SNGPNT_POP","M_MOBILE_POP","M_LIMENG_POP","first_treat","id","vulnerability"
"Vermont","VT","Caledonia","VT_CALEDONIA","50005",2020,0.396,5,8,16,12,0,0,2,5,4,7,8,0,0,5,8,6,2,0,6,0,1,0,0,0,5,11,2,12,6,13,10,1,7,9,14,2,9,9,6,8,12,0,6,13,0,10,1,7,6,0,4,12,8,5,1,6,4,1,3,1,0,3,1,0,0,0,3,3,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,5,0,19,0,0,24,7.0172,0.339,1.7308,0.2505,2.1935,0.317,0.1445,0.1445,2.9484,0.7368,21.1,0.3762,3.1,0.1626,30027,326,216,185,1759,173,217,90,81,"Vermont","Caledonia",4.01868036238863,2.06546467872645,4.88750279194583,0.22556189441778,7.20407024160836,-2.04570261231887,1.74672657510756,-1.77449836130863,2.11139550687733,-2.38825497286928,0.242385465834681,3.22909260263965,-2.64622165733454,0.010856895460752,0.00719352582675592,0.00616112165717521,0.00576148133346655,0.00722682918706498,0.00269757218503347,2011,57,0.339
"Vermont","VT","Caledonia","VT_CALEDONIA","50005",2022,0.396,6,9,17,13,0,0,4,6,4,8,9,0,0,5,9,7,3,0,7,2,1,0,0,0,6,12,2,14,7,14,12,2,8,11,16,2,10,10,6,8,14,0,7,15,2,11,1,8,7,0,5,13,10,5,2,7,4,1,3,1,0,3,2,0,0,0,4,3,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,5,0,21,0,0,26,6.6612,0.2844,1.5876,0.2113,2.3875,0.4473,0.1225,0.1225,2.5636,0.5367,20.1,0.3557,2.6,0.1225,30418,327,223,148,1989,167,223,112,102,"Vermont","Caledonia",5.38692731915938,2.56518974853062,5.35520251213548,0.135993650615969,8.65802368049889,-2.06215782443944,2.49178892823438,-1.9677239066905,2.33565228380535,-2.3725864024698,0.328301477556731,3.70783401644836,-3.51327055390729,0.0107502136892629,0.00733118548228023,0.00486554014070616,0.00549017029390492,0.00733118548228023,0.00335327766454073,2011,57,0.2844
"Vermont","VT","Chittenden","VT_CHITTENDEN","50007",2000,0.387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.192,0.7456,NA,NA,NA,NA,NA,NA,NA,NA,12267,0.5445,3367,0.773,146571,2760,8693,8153,1787,4275,2644,75280,1235,"Vermont","Chittenden",-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.0188304644165626,0.0593091402801373,0.0556249189812446,0.0291667519495671,0.0180390391005042,0.00842595056320827,2011,58,NA
"Vermont","VT","Chittenden","VT_CHITTENDEN","50007",2010,0.387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4524,0.3664,NA,NA,NA,NA,NA,NA,NA,NA,15789,0.2371,0.04989135,0.2101,154729,103,569,13697,1787,5173,287,1853,406,"Vermont","Chittenden",-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.000665679995346703,0.00367739725584732,0.0885225135559591,0.0334326467565873,0.00185485590936411,0.00262394250592972,2011,58,NA
"Vermont","VT","Chittenden","VT_CHITTENDEN","50007",2014,0.387,2,3,7,6,0,0,3,6,3,5,4,0,1,2,2,0,1,0,0,0,1,0,0,0,0,3,0,4,1,5,5,0,2,2,7,3,4,3,0,3,1,0,2,4,0,5,1,3,4,0,3,5,6,0,2,1,0,1,3,0,0,2,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,0,0,11,4.971,0.1229,0.511,0.0589,0.6167,0.0134,0.9838,0.4823,2.8596,0.6832,14.3,0.0563,5.8,0.2203,158686,872,532,104,15120,457.5,267,1758,309.7,"Vermont","Chittenden",0.709744185229426,-0.103164958223874,3.74521700115159,-0.161702757023143,1.13082503515425,-0.651715972325551,1.36670429208026,0.644404207375686,0.824198474568052,-1.94449255793387,0.960503116391963,0.707149661923392,-1.27405683886969,0.00549512874481681,0.00335253267459007,0.000655382327363473,0.00288305206508451,0.00168256809044276,0.00195165294985065,2011,58,0.1229
"Vermont","VT","Chittenden","VT_CHITTENDEN","50007",2016,0.387,2,4,9,7,0,0,3,6,3,7,4,0,1,4,2,0,1,0,0,0,1,0,0,0,0,4,0,5,1,5,5,0,2,2,8,3,5,3,0,3,4,0,2,6,0,5,1,3,5,0,3,7,8,0,2,1,0,1,3,0,0,3,0,0,0,0,3,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,0,0,16,5.2795,0.156,0.5552,0.0729,0.6765,0.0181,1.0299,0.5164,3.0178,0.758,21.9,0.036,4.5,0.1955,160510,692,570,115,16713,425.5,322,1968,346,"Vermont","Chittenden",1.11851837574672,-0.238014049845114,4.64880046369195,-0.213171334742582,1.65615347150592,-0.590770432312172,1.89657332878907,0.804253668995649,1.47878487246003,-2.15075028892116,0.448266246475958,2.16992290836471,-1.12731465764412,0.00431125786555355,0.00355118061179989,0.000716466263784188,0.0026509251760015,0.00200610553859573,0.00215562893277677,2011,58,0.156
"Vermont","VT","Chittenden","VT_CHITTENDEN","50007",2018,0.387,3,6,11,9,0,0,3,6,5,7,5,0,1,5,3,2,1,0,2,0,1,0,0,0,1,6,1,7,2,7,7,1,2,3,10,4,6,5,2,4,6,0,3,9,0,7,1,4,6,0,4,9,9,1,2,2,0,1,3,1,0,3,0,0,0,0,4,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,17,0,0,19,5.4259,0.1831,0.6337,0.0943,0.6721,0.0169,1.05,0.54,3.0701,0.7918,21.1,0.1973,3.7,0.2054,162052,865,673,164,18114,509.3,356,2168,406.3,"Vermont","Chittenden",2.12524700655768,0.308915627042701,4.82856432281405,-0.0889917393852288,3.3451182159567,-0.751237275173397,2.30428643607792,0.623282735012676,1.72555426880978,-2.22835844078519,0.463042332832558,2.53721817837566,-2.33473151240781,0.00533779280724706,0.00415298792980031,0.0010120208328191,0.00314281835460223,0.00219682571026584,0.00250721990472194,2011,58,0.1831
"Vermont","VT","Chittenden","VT_CHITTENDEN","50007",2020,0.387,3,6,13,10,0,0,4,7,5,9,6,0,2,5,6,2,3,0,2,0,1,0,0,0,1,8,2,10,2,9,8,1,4,5,11,4,7,6,2,5,9,0,3,10,0,8,1,4,7,0,5,10,10,1,3,3,0,1,3,1,0,3,1,0,0,0,5,3,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,1,19,0,0,22,6.151,0.2132,1.4462,0.1792,1.3769,0.0286,0.3794,0.3794,2.9485,0.7371,17.3,0.1973,3.6,0.2377,163414,1122,632,1120,19650,432,380,2555,518,"Vermont","Chittenden",3.02227774398963,0.0623423864617078,5.50638169897219,-0.160018960155347,4.48961667504412,-0.663143022929173,2.66923667956302,0.640157843099122,2.21930693211866,-2.28302000591474,0.269791175433562,3.60045064153962,-3.13044609108964,0.00686599679342039,0.00386747769468956,0.00685375793995619,0.00264359234826881,0.00232538215819942,0.00316986304722974,2011,58,0.2132
"Vermont","VT","Chittenden","VT_CHITTENDEN","50007",2022,0.387,5,7,16,12,0,0,6,9,5,11,8,0,2,5,7,3,6,0,3,2,1,0,0,0,2,11,2,14,3,10,11,3,5,8,15,5,8,8,2,6,12,0,5,14,3,10,1,6,9,0,7,12,13,1,5,4,1,1,3,1,0,3,3,0,0,0,7,3,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,4,1,21,0,0,26,6.2228,0.2205,1.4549,0.1763,1.3488,0.0245,0.3802,0.3802,3.0389,0.7722,16.1,0.1686,3.9,0.3296,168309,1200,679,363,21818,466,444,1959,431,"Vermont","Chittenden",4.95874437125446,0.527029479729204,6.3262848880078,-0.354463661512282,7.17373638887567,-0.679795064915972,3.98789167133895,0.281560973593436,2.66782048597469,-2.25168286511579,0.441623198877662,4.55793346915703,-4.86454388423513,0.00712974350747732,0.00403424653464758,0.00215674741101189,0.00276871706207036,0.00263800509776661,0.00256076620976894,2011,58,0.2205
"Vermont","VT","Essex","VT_ESSEX","50009",2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7547,0.8177,NA,NA,NA,NA,NA,NA,NA,NA,883,0.7883,197,0.7795,6459,103,1098,239,1899,235,511,75280,48,"Vermont","Essex",-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.0159467409815761,0.169995355318161,0.0370026319863756,0.0363833410744697,0.0791144139959746,0.00743149094287041,0,59,NA
"Vermont","VT","Essex","VT_ESSEX","50009",2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0315,0.3346,NA,NA,NA,NA,NA,NA,NA,NA,1071,0.6441,0.08287123,0.6461,6359,112,88,212,18114,238,75,47,417,"Vermont","Essex",-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.0176128322063217,0.0138386538763957,0.0333385752476805,0.0374272684384337,0.011794307281019,0.0655763484824658,0,59,NA
"Vermont","VT","Essex","VT_ESSEX","50009",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8058,0.3801,2.6409,0.7058,2.312,0.7323,0.624,0.2802,1.2289,0.0366,28.7,0.0385,10.4,0.7189,6231,278,83,19,245,52,67,48,41.9,"Vermont","Essex",-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.0446156315198203,0.0133204943026801,0.0030492697801316,0.00834536992457069,0.010752688172043,0.006724442304606,0,59,0.3801
"Vermont","VT","Essex","VT_ESSEX","50009",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2401,0.2919,2.2872,0.5938,2.2913,0.7109,0.6078,0.2674,1.0538,0.0194,28.8,0.2998,7.1,0.5425,6173,131,72,20,266,55.9,72,44,47.2,"Vermont","Essex",-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.0212214482423457,0.0116636967438847,0.00323991576219018,0.00905556455532156,0.0116636967438847,0.00764620119876883,0,59,0.2919
"Vermont","VT","Essex","VT_ESSEX","50009",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6216,0.2067,2.0743,0.5341,2.1072,0.5801,0.4566,0.2101,0.9835,0.0207,24.8,0.0738,4.5,0.3299,6208,135,75,7,284,52.2,59,27,50.5,"Vermont","Essex",-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.0217461340206186,0.0120811855670103,0.00112757731958763,0.00840850515463917,0.00950386597938144,0.00813466494845361,0,59,0.2067
"Vermont","VT","Essex","VT_ESSEX","50009",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8535,0.3106,2.7365,0.5726,2.4576,0.4959,0.0863,0.0863,1.5731,0.1171,24.8,0.5496,5.2,0.5586,6179,112,86,70,310,55,83,7,54,"Vermont","Essex",-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.0181259103414792,0.013918109726493,0.0113286939634245,0.00890111668554782,0.0134325942709176,0.00873927820035604,0,59,0.3106
"Vermont","VT","Essex","VT_ESSEX","50009",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3916,0.4155,2.915,0.6386,2.5645,0.5752,0.0983,0.0983,1.8138,0.1852,26.9,0.6732,5.4,0.6386,5976,103,75,45,359,43,87,25,55,"Vermont","Essex",-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.017235609103079,0.0125502008032129,0.00753012048192771,0.0071954484605087,0.0145582329317269,0.00920348058902276,0,59,0.4155
"Vermont","VT","Franklin","VT_FRANKLIN","50011",2000,0.386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5234,0.8177,NA,NA,NA,NA,NA,NA,NA,NA,4011,0.8198,885,0.773,45417,3111,5140,1919,1899,1521,1957,75280,175,"Vermont","Franklin",-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.068498579826937,0.11317348129555,0.0422529008961402,0.033489662461193,0.0430895920029945,0.0038531827289341,2011,60,NA
"Vermont","VT","Franklin","VT_FRANKLIN","50011",2010,0.386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7743,0.2436,NA,NA,NA,NA,NA,NA,NA,NA,4901,0.2141,0.06218327,0.3526,47547,131,354,2456,1140,2139,211,272,398,"Vermont","Franklin",-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.00275516857004648,0.00744526468546911,0.0516541527330852,0.0449870654299956,0.00443771426167792,0.0083706648158664,2011,60,NA
"Vermont","VT","Franklin","VT_FRANKLIN","50011",2014,0.386,0,1,6,4,0,0,1,4,2,4,2,0,0,2,1,0,0,0,0,0,1,0,0,0,0,2,0,2,1,4,3,0,1,2,5,1,2,2,0,2,0,0,1,3,0,3,1,2,3,0,2,3,4,0,1,0,0,1,3,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,5.0127,0.1277,0.8475,0.1563,1.7393,0.2916,0.4476,0.1875,1.9784,0.2385,24.7,0.0563,5.6,0.2025,48226,477,301,72,2651,275.2,272,133,76.4,"Vermont","Franklin",-0.423175967486324,0.146831950003764,3.2242560660921,-0.286898950515895,-0.280940935930085,-0.432049181657715,0.627216841801694,0.344346709242115,0.554740069816095,-1.89707534071453,0.864329582269202,0.218539983555357,0.159404926736575,0.0098909302036246,0.00624144652262265,0.00149297059677352,0.00570646539211214,0.00564011114336665,0.00158420768879857,2011,60,0.1277
"Vermont","VT","Franklin","VT_FRANKLIN","50011",2016,0.386,0,2,8,5,0,0,1,4,2,6,2,0,0,4,1,0,0,0,0,0,1,0,0,0,0,3,0,3,1,4,3,0,1,2,6,1,3,2,0,2,3,0,1,5,0,3,1,2,4,0,2,5,6,0,1,0,0,1,3,0,0,3,0,0,0,0,1,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,5.0853,0.1353,0.8567,0.1652,1.5501,0.1859,0.3677,0.1379,2.3107,0.3836,24.8,0.0551,5,0.2502,48625,558,356,18,2766,227,338,85,80.5,"Vermont","Franklin",-0.0144017769690344,0.0119828583825234,4.12783952863246,-0.338367528235335,0.244387500421578,-0.371103641644336,1.1570858785105,0.504196170862078,1.20932646770808,-2.10333307170182,0.352092712353196,1.68131322999667,0.306147107962141,0.0114755784061697,0.00732133676092545,0.000370179948586118,0.00466838046272494,0.00695115681233933,0.00165552699228792,2011,60,0.1353
"Vermont","VT","Franklin","VT_FRANKLIN","50011",2018,0.386,1,4,10,7,0,0,1,4,4,6,3,0,0,5,2,2,0,0,2,0,1,0,0,0,1,5,1,5,2,6,5,1,1,3,8,2,4,4,2,3,5,0,2,8,0,5,1,3,5,0,3,7,7,1,1,1,0,1,3,1,0,3,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0,0,17,4.8024,0.1111,0.8563,0.1551,1.5169,0.1764,0.4174,0.1859,2.0118,0.2598,28.8,0.1136,4.2,0.2745,49025,253,328,29,2975,239.4,241,133,92.9,"Vermont","Franklin",0.992326853841925,0.558912535270339,4.30760338775456,-0.214187932877981,1.93335224487236,-0.53157048450556,1.56479898579935,0.323225236879105,1.45609586405782,-2.18094122356585,0.366868798709796,2.04860850000763,-0.901269746801548,0.00516063233044365,0.00669046404895461,0.000591534931157573,0.004883222845487,0.0049158592554819,0.00189495155532891,2011,60,0.1111
"Vermont","VT","Franklin","VT_FRANKLIN","50011",2020,0.386,1,4,12,8,0,0,2,5,5,7,4,0,0,5,4,2,2,0,2,0,1,0,0,0,1,7,3,7,2,8,6,1,3,5,10,2,5,5,2,4,7,0,2,9,0,6,1,4,6,0,4,7,8,1,1,2,0,1,3,1,0,3,1,0,0,0,3,3,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19,0,0,20,5.4007,0.1232,1.8151,0.2769,1.607,0.0646,0.1655,0.1655,1.8131,0.182,16.3,0.1566,4.4,0.3912,49275,504,445,233,3113,193,276,153,112,"Vermont","Franklin",1.76802718239642,0.519059052535112,4.7321600678736,-0.361485948917486,3.00483587279374,-0.386349619449309,1.86149272573122,0.376329649880985,1.9498485273667,-2.2356027886954,0.1736176413108,3.11184096317159,-1.69698432548338,0.0102283105022831,0.00903094875697615,0.00472856418061897,0.0039167935058346,0.00560121765601218,0.00227295788939625,2011,60,0.1232
"Vermont","VT","Franklin","VT_FRANKLIN","50011",2022,0.386,2,5,14,10,0,0,5,6,5,8,6,0,0,5,5,3,4,0,3,2,1,0,0,0,2,9,3,10,4,9,9,2,5,8,13,2,6,7,2,5,9,0,3,12,2,8,1,5,8,0,6,8,10,1,2,4,0,1,3,1,0,3,3,0,0,0,4,3,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,21,0,0,23,5.3975,0.1219,1.7039,0.2444,1.6668,0.0748,0.1654,0.1654,1.8614,0.1976,17.5,0.2269,3.3,0.2208,50101,523,517,161,3604,202,276,118,107,"Vermont","Franklin",3.51541593562686,0.979479944806339,5.3711619789017,-0.453964875871603,5.08622643318168,-0.518932153910006,2.70026655282024,-0.0169091844059193,2.26363287884676,-2.18055703928678,0.29736289769352,3.82501895160498,-2.71435123582573,0.0104389133949422,0.0103191553062813,0.00321350871240095,0.0040318556515838,0.00550887207840163,0.00213568591445281,2011,60,0.1219
"Vermont","VT","Grand Isle","VT_GRAND ISLE","50013",2000,0.365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3263,0.8177,NA,NA,NA,NA,NA,NA,NA,NA,525,0.5737,124,0.7795,6901,135,756,195,26204,189,615,77816,39,"Vermont","Grand Isle",-1.90205561844577,0.283265732016883,-0.360878349008256,0.220256304254983,-2.3884261013146,-0.264866245565068,-0.251018757583049,-0.191857168606742,-2.91948327099983,-0.411898075659322,0.444300575655357,-0.531287967098038,0.0490490627926145,0.0195623822634401,0.109549340675264,0.0282567743805246,0.0273873351688161,0.0891175192001159,0.00565135487610491,0,61,NA
